venue,station_time,temperature,temperature_max,temperature_min,humidity,pressure,wind_direction,wind_speed,gust_speed,rain_10min,rain_today,soil_water,soil_loss_today,sunshine_hour,captured_at,sectional
HV,16:16,29,31.2,26.9,80.1,1012.3,N21E,4,7,0,0,20.1,2.5,7.49,2026-09-13T08:20:04.762107+00:00,"[{""gust"":14,""speed"":11,""location"":""A"",""direction"":""S38W""},{""gust"":5,""speed"":3,""location"":""B"",""direction"":""N67W""},{""gust"":10,""speed"":7,""location"":""C"",""direction"":""S9W""},{""gust"":6,""speed"":3,""location"":""D"",""direction"":""S57E""}]"
ST,16:22,28.5,32,27.2,83,1012.6,S46E,7,13,0,0,9.4,2.8,8.27,2026-09-13T08:25:05.137727+00:00,"[{""gust"":6,""speed"":3,""location"":""A"",""direction"":""N30E""},{""gust"":5,""speed"":4,""location"":""B"",""direction"":""N24W""},{""gust"":6,""speed"":2,""location"":""C"",""direction"":""S36E""},{""gust"":8,""speed"":6,""location"":""D"",""direction"":""N80E""}]"
HV,16:22,29,31.2,26.9,80.5,1012.2,N45E,4,9,0,0,20.1,2.5,7.59,2026-09-13T08:25:05.137727+00:00,"[{""gust"":14,""speed"":11,""location"":""A"",""direction"":""S10W""},{""gust"":5,""speed"":4,""location"":""B"",""direction"":""N84W""},{""gust"":2,""speed"":0,""location"":""C"",""direction"":""S69E""},{""gust"":5,""speed"":3,""location"":""D"",""direction"":""N46E""}]"
HV,16:27,28.9,31.2,26.9,81,1012.2,N79E,2,13,0,0,20.1,2.5,7.63,2026-09-13T08:30:05.962897+00:00,"[{""gust"":9,""speed"":8,""location"":""A"",""direction"":""S63W""},{""gust"":2,""speed"":1,""location"":""B"",""direction"":""N3W""},{""gust"":9,""speed"":6,""location"":""C"",""direction"":""N79E""},{""gust"":9,""speed"":6,""location"":""D"",""direction"":""S49E""}]"
ST,16:27,28.4,32,27.2,82.5,1012.4,S39E,15,24,0,0,9.4,2.8,8.35,2026-09-13T08:30:05.962897+00:00,"[{""gust"":11,""speed"":4,""location"":""A"",""direction"":""S18E""},{""gust"":4,""speed"":3,""location"":""B"",""direction"":""N61E""},{""gust"":22,""speed"":15,""location"":""C"",""direction"":""S30E""},{""gust"":11,""speed"":8,""location"":""D"",""direction"":""N88E""}]"
HV,16:32,28.7,31.2,26.9,81.7,1012.3,N9E,9,16,0,0,20.1,2.5,7.71,2026-09-13T08:35:05.758001+00:00,"[{""gust"":21,""speed"":17,""location"":""A"",""direction"":""S8W""},{""gust"":5,""speed"":3,""location"":""B"",""direction"":""S50E""},{""gust"":7,""speed"":5,""location"":""C"",""direction"":""S15E""},{""gust"":9,""speed"":5,""location"":""D"",""direction"":""S66E""}]"
ST,16:32,28.4,32,27.2,82.7,1012.5,S49E,8,14,0,0,9.4,2.8,8.43,2026-09-13T08:35:05.758001+00:00,"[{""gust"":18,""speed"":14,""location"":""A"",""direction"":""S39E""},{""gust"":9,""speed"":7,""location"":""B"",""direction"":""S25E""},{""gust"":13,""speed"":8,""location"":""C"",""direction"":""N70E""},{""gust"":19,""speed"":17,""location"":""D"",""direction"":""N88E""}]"
ST,16:37,28.3,32,27.2,84.1,1012.5,S54E,11,17,0,0,9.3,2.8,8.49,2026-09-13T08:40:06.306171+00:00,"[{""gust"":5,""speed"":3,""location"":""A"",""direction"":""S13E""},{""gust"":12,""speed"":7,""location"":""B"",""direction"":""N14E""},{""gust"":11,""speed"":10,""location"":""C"",""direction"":""S""},{""gust"":3,""speed"":1,""location"":""D"",""direction"":""N52W""}]"
HV,16:37,28.7,31.2,26.9,81.7,1012.6,S71E,3,9,0,0,20.2,2.5,7.73,2026-09-13T08:40:06.306171+00:00,"[{""gust"":12,""speed"":5,""location"":""A"",""direction"":""S36W""},{""gust"":6,""speed"":4,""location"":""B"",""direction"":""N88W""},{""gust"":14,""speed"":10,""location"":""C"",""direction"":""N76W""},{""gust"":15,""speed"":11,""location"":""D"",""direction"":""S3E""}]"
HV,16:42,28.6,31.2,26.9,82.5,1012.7,S,2,5,0,0,20.1,2.5,7.73,2026-09-13T08:45:05.28307+00:00,"[{""gust"":6,""speed"":2,""location"":""A"",""direction"":""S6W""},{""gust"":4,""speed"":3,""location"":""B"",""direction"":""N19W""},{""gust"":7,""speed"":6,""location"":""C"",""direction"":""S65W""},{""gust"":7,""speed"":3,""location"":""D"",""direction"":""S62E""}]"
ST,16:42,28.3,32,27.2,84.3,1012.7,S25E,11,16,0,0,9.3,3,8.52,2026-09-13T08:45:05.28307+00:00,"[{""gust"":21,""speed"":12,""location"":""A"",""direction"":""S72E""},{""gust"":14,""speed"":8,""location"":""B"",""direction"":""N66W""},{""gust"":9,""speed"":7,""location"":""C"",""direction"":""N88E""},{""gust"":9,""speed"":7,""location"":""D"",""direction"":""S72E""}]"
ST,16:47,28.2,32,27.2,84,1012.9,S48E,12,18,0,0,9.3,3,8.52,2026-09-13T08:50:03.872998+00:00,"[{""gust"":7,""speed"":5,""location"":""A"",""direction"":""S32E""},{""gust"":8,""speed"":6,""location"":""B"",""direction"":""S41E""},{""gust"":15,""speed"":7,""location"":""C"",""direction"":""S41E""},{""gust"":4,""speed"":1,""location"":""D"",""direction"":""N70E""}]"
HV,16:47,28.8,31.2,26.9,81.8,1012.7,S8W,2,6,0,0,20.1,2.5,7.73,2026-09-13T08:50:03.872998+00:00,"[{""gust"":8,""speed"":6,""location"":""A"",""direction"":""S3E""},{""gust"":5,""speed"":5,""location"":""B"",""direction"":""N66W""},{""gust"":4,""speed"":3,""location"":""C"",""direction"":""N31E""},{""gust"":10,""speed"":6,""location"":""D"",""direction"":""S86E""}]"
HV,16:52,28.9,31.2,26.9,80.7,1012.6,N64W,2,4,0,0,20.1,2.5,7.73,2026-09-13T08:55:03.946288+00:00,"[{""gust"":7,""speed"":5,""location"":""A"",""direction"":""S70W""},{""gust"":6,""speed"":5,""location"":""B"",""direction"":""N77W""},{""gust"":11,""speed"":8,""location"":""C"",""direction"":""N85W""},{""gust"":5,""speed"":4,""location"":""D"",""direction"":""N73E""}]"
ST,16:52,28.2,32,27.2,83.8,1012.9,S33E,6,14,0,0,9.3,3,8.52,2026-09-13T08:55:03.946288+00:00,"[{""gust"":4,""speed"":2,""location"":""A"",""direction"":""N70E""},{""gust"":3,""speed"":1,""location"":""B"",""direction"":""N15E""},{""gust"":8,""speed"":6,""location"":""C"",""direction"":""S26E""},{""gust"":8,""speed"":6,""location"":""D"",""direction"":""S60W""}]"
HV,16:57,28,31.2,26.9,83.2,1012.6,S76W,9,19,0,0,20.1,2.8,7.73,2026-09-13T09:00:05.221227+00:00,"[{""gust"":15,""speed"":10,""location"":""A"",""direction"":""S35W""},{""gust"":7,""speed"":2,""location"":""B"",""direction"":""N28W""},{""gust"":8,""speed"":7,""location"":""C"",""direction"":""S11W""},{""gust"":11,""speed"":6,""location"":""D"",""direction"":""S67E""}]"
ST,16:57,28.3,32,27.2,83.8,1013,S48E,10,15,0,0,9.3,3,8.52,2026-09-13T09:00:05.221227+00:00,"[{""gust"":14,""speed"":10,""location"":""A"",""direction"":""S87E""},{""gust"":7,""speed"":3,""location"":""B"",""direction"":""N75E""},{""gust"":7,""speed"":5,""location"":""C"",""direction"":""S8E""},{""gust"":6,""speed"":3,""location"":""D"",""direction"":""N7W""}]"
ST,17:02,28.4,32,27.2,82.9,1012.9,S50E,7,13,0,0,9.3,3,8.52,2026-09-13T09:05:04.68518+00:00,"[{""gust"":7,""speed"":3,""location"":""A"",""direction"":""S74E""},{""gust"":14,""speed"":11,""location"":""B"",""direction"":""S69W""},{""gust"":5,""speed"":3,""location"":""C"",""direction"":""S28E""},{""gust"":5,""speed"":4,""location"":""D"",""direction"":""S30E""}]"
HV,17:02,27.4,31.2,26.9,85.4,1012.5,S68W,11,17,0,0,20.1,2.8,7.73,2026-09-13T09:05:04.68518+00:00,"[{""gust"":15,""speed"":13,""location"":""A"",""direction"":""S2E""},{""gust"":5,""speed"":4,""location"":""B"",""direction"":""N39W""},{""gust"":4,""speed"":3,""location"":""C"",""direction"":""S82W""},{""gust"":8,""speed"":6,""location"":""D"",""direction"":""N62E""}]"
HV,17:07,27.4,31.2,26.9,84.9,1012.4,S48W,3,12,0,0,20.1,2.8,7.73,2026-09-13T09:10:04.764485+00:00,"[{""gust"":8,""speed"":6,""location"":""A"",""direction"":""S4W""},{""gust"":5,""speed"":4,""location"":""B"",""direction"":""N57W""},{""gust"":11,""speed"":9,""location"":""C"",""direction"":""S86W""},{""gust"":10,""speed"":8,""location"":""D"",""direction"":""N66E""}]"
ST,17:07,28.3,32,27.2,83,1012.7,S57E,7,12,0,0,9.3,3,8.52,2026-09-13T09:10:04.764485+00:00,"[{""gust"":10,""speed"":8,""location"":""A"",""direction"":""S1E""},{""gust"":14,""speed"":12,""location"":""B"",""direction"":""N29E""},{""gust"":6,""speed"":4,""location"":""C"",""direction"":""S63W""},{""gust"":6,""speed"":5,""location"":""D"",""direction"":""S54E""}]"
ST,17:12,28.3,32,27.2,82.3,1012.4,S14E,6,8,0,0,9.3,3,8.52,2026-09-13T09:15:03.890209+00:00,"[{""gust"":5,""speed"":3,""location"":""A"",""direction"":""S68E""},{""gust"":4,""speed"":3,""location"":""B"",""direction"":""N50W""},{""gust"":4,""speed"":3,""location"":""C"",""direction"":""N26W""},{""gust"":5,""speed"":3,""location"":""D"",""direction"":""S70E""}]"
HV,17:12,27.1,31.2,26.9,85.9,1012.2,N78W,3,6,0,0,20.1,2.8,7.73,2026-09-13T09:15:03.890209+00:00,"[{""gust"":7,""speed"":5,""location"":""A"",""direction"":""S1E""},{""gust"":2,""speed"":1,""location"":""B"",""direction"":""S73W""},{""gust"":4,""speed"":3,""location"":""C"",""direction"":""N87W""},{""gust"":12,""speed"":8,""location"":""D"",""direction"":""S88E""}]"
ST,17:17,28.4,32,27.2,82.8,1012.3,S51E,1,3,0,0,9.3,3,8.52,2026-09-13T09:20:03.854486+00:00,"[{""gust"":3,""speed"":1,""location"":""A"",""direction"":""S62W""},{""gust"":5,""speed"":4,""location"":""B"",""direction"":""N75W""},{""gust"":8,""speed"":7,""location"":""C"",""direction"":""S84E""},{""gust"":5,""speed"":3,""location"":""D"",""direction"":""S76W""}]"
HV,17:17,27.1,31.2,26.9,86.3,1012,N11E,5,9,0,0,20.1,2.8,7.73,2026-09-13T09:20:03.854486+00:00,"[{""gust"":7,""speed"":5,""location"":""A"",""direction"":""S4E""},{""gust"":4,""speed"":3,""location"":""B"",""direction"":""N48W""},{""gust"":5,""speed"":4,""location"":""C"",""direction"":""N14W""},{""gust"":5,""speed"":4,""location"":""D"",""direction"":""S77E""}]"
HV,17:22,27.3,31.2,26.9,85.7,1011.8,S51E,3,9,0,0,20.1,2.8,7.73,2026-09-13T09:25:06.427827+00:00,"[{""gust"":3,""speed"":3,""location"":""A"",""direction"":""S58W""},{""gust"":2,""speed"":2,""location"":""B"",""direction"":""N23W""},{""gust"":7,""speed"":4,""location"":""C"",""direction"":""S81W""},{""gust"":4,""speed"":3,""location"":""D"",""direction"":""S19E""}]"
ST,17:22,28.4,32,27.2,83.3,1012.3,S2W,3,6,0,0,9.3,3,8.52,2026-09-13T09:25:06.427827+00:00,"[{""gust"":3,""speed"":3,""location"":""A"",""direction"":""S45E""},{""gust"":6,""speed"":5,""location"":""B"",""direction"":""N60E""},{""gust"":3,""speed"":3,""location"":""C"",""direction"":""S88E""},{""gust"":6,""speed"":3,""location"":""D"",""direction"":""S61E""}]"
ST,17:27,28.4,32,27.2,83.5,1012.3,S20E,3,5,0,0,9.2,3,8.52,2026-09-13T09:30:04.796008+00:00,"[{""gust"":7,""speed"":7,""location"":""A"",""direction"":""S52E""},{""gust"":6,""speed"":5,""location"":""B"",""direction"":""S29W""},{""gust"":4,""speed"":3,""location"":""C"",""direction"":""N83E""},{""gust"":3,""speed"":0,""location"":""D"",""direction"":""S81E""}]"
HV,17:27,27.4,31.2,26.9,85.6,1011.8,N62E,5,10,0,0,20.1,2.8,7.73,2026-09-13T09:30:04.796008+00:00,"[{""gust"":9,""speed"":8,""location"":""A"",""direction"":""S10W""},{""gust"":5,""speed"":4,""location"":""B"",""direction"":""S48W""},{""gust"":7,""speed"":5,""location"":""C"",""direction"":""N49E""},{""gust"":2,""speed"":1,""location"":""D"",""direction"":""S56E""}]"
HV,17:32,27.5,31.2,26.9,85.6,1011.7,N43E,2,5,0,0,20.1,2.8,7.73,2026-09-13T09:35:04.728526+00:00,"[{""gust"":11,""speed"":9,""location"":""A"",""direction"":""S6E""},{""gust"":3,""speed"":3,""location"":""B"",""direction"":""S66W""},{""gust"":6,""speed"":5,""location"":""C"",""direction"":""N62E""},{""gust"":9,""speed"":6,""location"":""D"",""direction"":""S34E""}]"
ST,17:32,28.4,32,27.2,83.8,1012.3,S14E,2,3,0,0,9.2,3,8.52,2026-09-13T09:35:04.728526+00:00,"[{""gust"":8,""speed"":5,""location"":""A"",""direction"":""N69E""},{""gust"":2,""speed"":1,""location"":""B"",""direction"":""S75E""},{""gust"":7,""speed"":6,""location"":""C"",""direction"":""S""},{""gust"":5,""speed"":4,""location"":""D"",""direction"":""N83E""}]"
ST,17:37,28.2,32,27.2,84.2,1012.3,S44E,8,12,0,0,9.2,3,8.52,2026-09-13T09:40:04.083398+00:00,"[{""gust"":2,""speed"":1,""location"":""A"",""direction"":""S14E""},{""gust"":5,""speed"":4,""location"":""B"",""direction"":""N51E""},{""gust"":3,""speed"":2,""location"":""C"",""direction"":""S45E""},{""gust"":5,""speed"":4,""location"":""D"",""direction"":""E""}]"
HV,17:37,27.5,31.2,26.9,85.8,1011.9,N68E,7,11,0,0,20.1,2.8,7.73,2026-09-13T09:40:04.083398+00:00,"[{""gust"":7,""speed"":4,""location"":""A"",""direction"":""S12W""},{""gust"":4,""speed"":3,""location"":""B"",""direction"":""S86W""},{""gust"":2,""speed"":1,""location"":""C"",""direction"":""N50W""},{""gust"":9,""speed"":8,""location"":""D"",""direction"":""S60E""}]"
HV,17:41,27.6,31.2,26.9,85.2,1011.7,N35E,5,7,0,0,20.1,2.8,7.73,2026-09-13T09:45:05.976086+00:00,"[{""gust"":5,""speed"":3,""location"":""A"",""direction"":""S70W""},{""gust"":3,""speed"":2,""location"":""B"",""direction"":""S30W""},{""gust"":2,""speed"":2,""location"":""C"",""direction"":""N5W""},{""gust"":1,""speed"":1,""location"":""D"",""direction"":""N54W""}]"
ST,17:41,28.2,32,27.2,84,1012.2,S67E,3,5,0,0,9.2,3,8.52,2026-09-13T09:45:05.976086+00:00,"[{""gust"":2,""speed"":0,""location"":""A"",""direction"":""N32E""},{""gust"":11,""speed"":7,""location"":""B"",""direction"":""N63W""},{""gust"":9,""speed"":7,""location"":""C"",""direction"":""N81E""},{""gust"":3,""speed"":3,""location"":""D"",""direction"":""N33E""}]"
ST,17:47,28.1,32,27.2,84.2,1012.4,S54E,9,15,0,0,9.2,3,8.52,2026-09-13T09:50:05.732649+00:00,"[{""gust"":11,""speed"":8,""location"":""A"",""direction"":""S32E""},{""gust"":7,""speed"":6,""location"":""B"",""direction"":""N9W""},{""gust"":4,""speed"":3,""location"":""C"",""direction"":""N48E""},{""gust"":8,""speed"":6,""location"":""D"",""direction"":""N61E""}]"
HV,17:47,27.7,31.2,26.9,85.2,1011.6,S,2,3,0,0,20.1,2.8,7.73,2026-09-13T09:50:05.732649+00:00,"[{""gust"":4,""speed"":3,""location"":""A"",""direction"":""S42W""},{""gust"":2,""speed"":2,""location"":""B"",""direction"":""S37W""},{""gust"":1,""speed"":1,""location"":""C"",""direction"":""E""},{""gust"":3,""speed"":2,""location"":""D"",""direction"":""S24E""}]"
ST,17:52,28.2,32,27.2,84.3,1012.5,S52E,3,5,0,0,9.2,3,8.52,2026-09-13T09:55:04.500891+00:00,"[{""gust"":4,""speed"":3,""location"":""A"",""direction"":""S20E""},{""gust"":6,""speed"":5,""location"":""B"",""direction"":""N43E""},{""gust"":8,""speed"":7,""location"":""C"",""direction"":""N36E""},{""gust"":6,""speed"":4,""location"":""D"",""direction"":""S61E""}]"
HV,17:52,27.9,31.2,26.9,84.6,1011.8,S70W,3,4,0,0,20.1,2.8,7.73,2026-09-13T09:55:04.500891+00:00,"[{""gust"":10,""speed"":8,""location"":""A"",""direction"":""S11E""},{""gust"":2,""speed"":1,""location"":""B"",""direction"":""S23W""},{""gust"":9,""speed"":8,""location"":""C"",""direction"":""S86W""},{""gust"":3,""speed"":1,""location"":""D"",""direction"":""S22W""}]"
HV,17:56,27.9,31.2,26.9,84.7,1011.9,S53W,7,10,0,0,20.1,2.8,7.73,2026-09-13T10:00:06.746129+00:00,"[{""gust"":7,""speed"":6,""location"":""A"",""direction"":""S46W""},{""gust"":2,""speed"":2,""location"":""B"",""direction"":""N59W""},{""gust"":3,""speed"":3,""location"":""C"",""direction"":""S6E""},{""gust"":5,""speed"":3,""location"":""D"",""direction"":""S26E""}]"
ST,17:56,28.2,32,27.2,84.6,1012.5,N83E,6,17,0,0,9.2,3,8.52,2026-09-13T10:00:06.746129+00:00,[]
HV,18:02,28.1,31.2,26.9,84.6,1012,S70W,5,6,0,0,20.1,2.8,7.73,2026-09-13T10:05:04.6048+00:00,"[{""gust"":3,""speed"":1,""location"":""A"",""direction"":""N89W""},{""gust"":3,""speed"":3,""location"":""B"",""direction"":""N23W""},{""gust"":4,""speed"":3,""location"":""C"",""direction"":""N52W""},{""gust"":4,""speed"":3,""location"":""D"",""direction"":""N14W""}]"
ST,18:02,28.2,32,27.2,85.4,1012.4,S83E,5,9,0,0,9.2,3,8.52,2026-09-13T10:05:04.6048+00:00,"[{""gust"":6,""speed"":5,""location"":""A"",""direction"":""N83E""},{""gust"":9,""speed"":7,""location"":""B"",""direction"":""N72E""},{""gust"":9,""speed"":8,""location"":""C"",""direction"":""S73E""},{""gust"":8,""speed"":6,""location"":""D"",""direction"":""N67E""}]"
ST,18:07,28,32,27.2,86,1012.5,S88E,5,9,0,0,9.2,3,8.52,2026-09-13T10:10:05.409918+00:00,"[{""gust"":7,""speed"":5,""location"":""A"",""direction"":""N55E""},{""gust"":4,""speed"":3,""location"":""B"",""direction"":""N32E""},{""gust"":9,""speed"":7,""location"":""C"",""direction"":""N45E""},{""gust"":8,""speed"":7,""location"":""D"",""direction"":""N51E""}]"
HV,18:07,28.2,31.2,26.9,84.2,1012.1,N56W,2,5,0,0,20.1,2.8,7.73,2026-09-13T10:10:05.409918+00:00,"[{""gust"":12,""speed"":10,""location"":""A"",""direction"":""S13W""},{""gust"":2,""speed"":1,""location"":""B"",""direction"":""S40W""},{""gust"":5,""speed"":4,""location"":""C"",""direction"":""N68W""},{""gust"":3,""speed"":2,""location"":""D"",""direction"":""N78W""}]"
HV,18:11,28.1,31.2,26.9,84.4,1011.9,S63W,5,7,0,0,20.1,2.8,7.73,2026-09-13T10:15:04.066436+00:00,"[{""gust"":8,""speed"":6,""location"":""A"",""direction"":""S8W""},{""gust"":1,""speed"":0,""location"":""B"",""direction"":""S63W""},{""gust"":7,""speed"":4,""location"":""C"",""direction"":""S47W""},{""gust"":2,""speed"":1,""location"":""D"",""direction"":""N18W""}]"
ST,18:11,28,32,27.2,87,1012.5,S60E,5,7,0,0,9.2,3,8.52,2026-09-13T10:15:04.066436+00:00,"[{""gust"":6,""speed"":4,""location"":""A"",""direction"":""S75E""},{""gust"":11,""speed"":10,""location"":""B"",""direction"":""N45E""},{""gust"":8,""speed"":7,""location"":""C"",""direction"":""N70E""},{""gust"":1,""speed"":0,""location"":""D"",""direction"":""S72E""}]"
HV,18:17,28.1,31.2,26.9,84.1,1011.8,S68W,2,5,0,0,20.1,2.8,7.73,2026-09-13T10:20:05.536701+00:00,"[{""gust"":8,""speed"":6,""location"":""A"",""direction"":""S76W""},{""gust"":3,""speed"":2,""location"":""B"",""direction"":""N89W""},{""gust"":2,""speed"":1,""location"":""C"",""direction"":""N54W""},{""gust"":3,""speed"":1,""location"":""D"",""direction"":""S9W""}]"
ST,18:17,28,32,27.2,85.8,1012.5,N77E,5,8,0,0,9.3,3.3,8.52,2026-09-13T10:20:05.536701+00:00,"[{""gust"":6,""speed"":5,""location"":""A"",""direction"":""N40E""},{""gust"":6,""speed"":5,""location"":""B"",""direction"":""N25E""},{""gust"":8,""speed"":6,""location"":""C"",""direction"":""N38E""},{""gust"":5,""speed"":4,""location"":""D"",""direction"":""S39E""}]"
ST,18:22,28,32,27.2,85.7,1012.4,N68E,3,7,0,0,9.2,3.3,8.52,2026-09-13T10:25:06.001334+00:00,"[{""gust"":8,""speed"":7,""location"":""A"",""direction"":""N58E""},{""gust"":9,""speed"":8,""location"":""B"",""direction"":""N19E""},{""gust"":10,""speed"":9,""location"":""C"",""direction"":""N36E""},{""gust"":7,""speed"":6,""location"":""D"",""direction"":""N34E""}]"
HV,18:22,28.2,31.2,26.9,84,1011.9,S7W,0,2,0,0,20.1,2.8,7.73,2026-09-13T10:25:06.001334+00:00,"[{""gust"":5,""speed"":4,""location"":""A"",""direction"":""S20W""},{""gust"":4,""speed"":3,""location"":""B"",""direction"":""N51W""},{""gust"":8,""speed"":6,""location"":""C"",""direction"":""S23E""},{""gust"":6,""speed"":5,""location"":""D"",""direction"":""N7W""}]"
ST,18:27,27.9,32,27.2,86.5,1012.2,S73E,6,10,0,0,9.2,3.3,8.52,2026-09-13T10:30:03.994516+00:00,"[{""gust"":11,""speed"":5,""location"":""A"",""direction"":""N45E""},{""gust"":10,""speed"":9,""location"":""B"",""direction"":""N62E""},{""gust"":12,""speed"":10,""location"":""C"",""direction"":""N70E""},{""gust"":2,""speed"":1,""location"":""D"",""direction"":""S69E""}]"
HV,18:27,28.1,31.2,26.9,84.5,1011.9,S76E,3,8,0,0,20.1,2.8,7.73,2026-09-13T10:30:03.994516+00:00,"[{""gust"":14,""speed"":11,""location"":""A"",""direction"":""S13W""},{""gust"":3,""speed"":2,""location"":""B"",""direction"":""W""},{""gust"":2,""speed"":1,""location"":""C"",""direction"":""N62W""},{""gust"":6,""speed"":4,""location"":""D"",""direction"":""N32W""}]"
HV,18:32,28.2,31.2,26.9,84.1,1011.9,N36W,2,3,0,0,20.1,2.8,7.73,2026-09-13T10:35:05.001807+00:00,"[{""gust"":3,""speed"":2,""location"":""A"",""direction"":""S21E""},{""gust"":2,""speed"":1,""location"":""B"",""direction"":""N60W""},{""gust"":3,""speed"":2,""location"":""C"",""direction"":""N76W""},{""gust"":3,""speed"":2,""location"":""D"",""direction"":""N60W""}]"
ST,18:32,27.9,32,27.2,86.6,1012.3,N73E,5,7,0,0,9.2,3.3,8.52,2026-09-13T10:35:05.001807+00:00,"[{""gust"":8,""speed"":6,""location"":""A"",""direction"":""N66E""},{""gust"":12,""speed"":10,""location"":""B"",""direction"":""N55E""},{""gust"":10,""speed"":8,""location"":""C"",""direction"":""N72E""},{""gust"":5,""speed"":5,""location"":""D"",""direction"":""S76E""}]"
HV,18:37,28.1,31.2,26.9,84.5,1012,N44W,1,3,0,0,20.1,2.8,7.73,2026-09-13T10:40:06.899678+00:00,"[{""gust"":7,""speed"":6,""location"":""A"",""direction"":""S47W""},{""gust"":4,""speed"":3,""location"":""B"",""direction"":""S48W""},{""gust"":9,""speed"":4,""location"":""C"",""direction"":""S42W""},{""gust"":8,""speed"":7,""location"":""D"",""direction"":""S15E""}]"
ST,18:37,27.8,32,27.2,86.7,1012.4,S79E,5,10,0,0,9.3,3.3,8.52,2026-09-13T10:40:06.899678+00:00,"[{""gust"":9,""speed"":7,""location"":""A"",""direction"":""N41E""},{""gust"":7,""speed"":7,""location"":""B"",""direction"":""N32E""},{""gust"":7,""speed"":5,""location"":""C"",""direction"":""N41E""},{""gust"":15,""speed"":11,""location"":""D"",""direction"":""N61E""}]"
ST,18:42,27.8,32,27.2,86.4,1012.5,S64E,8,13,0,0,9.2,3.3,8.52,2026-09-13T10:45:06.312869+00:00,"[{""gust"":7,""speed"":6,""location"":""A"",""direction"":""N72E""},{""gust"":9,""speed"":6,""location"":""B"",""direction"":""N45E""},{""gust"":12,""speed"":10,""location"":""C"",""direction"":""N40E""},{""gust"":9,""speed"":8,""location"":""D"",""direction"":""E""}]"
HV,18:42,28.2,31.2,26.9,83.9,1012,S1W,7,13,0,0,20.1,2.8,7.73,2026-09-13T10:45:06.312869+00:00,"[{""gust"":9,""speed"":7,""location"":""A"",""direction"":""S3W""},{""gust"":4,""speed"":3,""location"":""B"",""direction"":""S49W""},{""gust"":3,""speed"":2,""location"":""C"",""direction"":""N56E""},{""gust"":14,""speed"":12,""location"":""D"",""direction"":""S26E""}]"
ST,16:07,29.8,31.1,27,70.2,1010.6,N71E,8,12,0,0,9.2,4.1,8.51,2026-09-16T08:10:05.953119+00:00,"[{""gust"":11,""speed"":7,""location"":""A"",""direction"":""N71E""},{""gust"":4,""speed"":4,""location"":""B"",""direction"":""N61E""},{""gust"":13,""speed"":9,""location"":""C"",""direction"":""S84E""},{""gust"":12,""speed"":11,""location"":""D"",""direction"":""N52E""}]"
HV,16:07,30.2,31.8,27.6,66.2,1010.2,S63E,3,7,0,0,18.8,3.8,8.11,2026-09-16T08:10:05.953119+00:00,"[{""gust"":11,""speed"":8,""location"":""A"",""direction"":""N86W""},{""gust"":4,""speed"":3,""location"":""B"",""direction"":""S37W""},{""gust"":7,""speed"":4,""location"":""C"",""direction"":""N30W""},{""gust"":6,""speed"":4,""location"":""D"",""direction"":""N22W""}]"
HV,16:11,30.8,31.8,27.6,64.4,1010.2,N70W,4,6,0,0,18.8,3.8,8.18,2026-09-16T08:15:07.364092+00:00,"[{""gust"":6,""speed"":5,""location"":""A"",""direction"":""S50W""},{""gust"":4,""speed"":3,""location"":""B"",""direction"":""S88W""},{""gust"":3,""speed"":2,""location"":""C"",""direction"":""S64W""},{""gust"":3,""speed"":1,""location"":""D"",""direction"":""N60W""}]"
ST,16:11,29.6,31.1,27,70.6,1010.6,S76E,7,11,0,0,9.2,4.1,8.57,2026-09-16T08:15:07.364092+00:00,"[{""gust"":9,""speed"":6,""location"":""A"",""direction"":""E""},{""gust"":7,""speed"":5,""location"":""B"",""direction"":""N8E""},{""gust"":7,""speed"":5,""location"":""C"",""direction"":""N83E""},{""gust"":12,""speed"":10,""location"":""D"",""direction"":""N63E""}]"
HV,16:17,29.8,31.8,27.6,66.4,1010,S22W,11,15,0,0,18.8,3.8,8.28,2026-09-16T08:20:05.132135+00:00,"[{""gust"":9,""speed"":7,""location"":""A"",""direction"":""S""},{""gust"":5,""speed"":3,""location"":""B"",""direction"":""S76W""},{""gust"":1,""speed"":1,""location"":""C"",""direction"":""S76E""},{""gust"":2,""speed"":2,""location"":""D"",""direction"":""N55E""}]"
ST,16:17,29.5,31.1,27,72.9,1010.5,S69E,7,11,0,0,9.1,4.3,8.67,2026-09-16T08:20:05.132135+00:00,"[{""gust"":7,""speed"":5,""location"":""A"",""direction"":""S44E""},{""gust"":11,""speed"":9,""location"":""B"",""direction"":""N72E""},{""gust"":6,""speed"":5,""location"":""C"",""direction"":""N66E""},{""gust"":15,""speed"":13,""location"":""D"",""direction"":""N79E""}]"
ST,16:22,29.4,31.1,27,72.1,1010.4,S42E,5,9,0,0,9.1,4.3,8.76,2026-09-16T08:25:04.918363+00:00,"[{""gust"":6,""speed"":3,""location"":""A"",""direction"":""N81E""},{""gust"":3,""speed"":2,""location"":""B"",""direction"":""N6E""},{""gust"":8,""speed"":7,""location"":""C"",""direction"":""S40E""},{""gust"":11,""speed"":9,""location"":""D"",""direction"":""N77E""}]"
